,SG_Total_RANK THIS WEEK,SG_Total_RANK LAST WEEK,SG_Total_PLAYER NAME,SG_Total_ROUNDS,SG_Total_AVERAGE,SG_Total_TOTAL SG:T,SG_Total_TOTAL SG:T2G,SG_Total_TOTAL SG:P,SG_Total_MEASURED ROUNDS
131,T131,T131,Michael Thompson,83,-0.195,-14.651,-26.155,11.505999999999998,75
132,133,133,Alex Cejka,94,-0.217,-17.158,1.178,-18.331,79
133,134,134,Aaron Baddeley,76,-0.223,-14.727,-62.372,47.648999999999994,66
134,135,135,Greg Owen,58,-0.226,-9.025,22.895,-31.916999999999998,40
135,136,136,Brian Stuard,97,-0.24,-18.951,-28.093000000000004,9.144,79
136,137,137,Bo Van Pelt,81,-0.25,-16.265,-23.949,7.687,65
137,138,138,Jhonattan Vegas,90,-0.267,-19.223,-25.386999999999997,6.165,72
138,139,139,J.J. Henry,94,-0.308,-23.433000000000003,8.003,-31.432,76
139,140,140,Justin Leonard,61,-0.313,-16.906,-29.381,12.475,54
140,141,141,Fabián Gómez,83,-0.324,-22.351999999999997,-26.634,4.288,69
141,142,142,Retief Goosen,81,-0.33799999999999997,-20.298,-21.898000000000003,1.6019999999999999,60
142,143,143,John Merrick,78,-0.35600000000000004,-20.64,24.333000000000002,-44.97,58
143,144,144,Chesson Hadley,101,-0.35700000000000004,-31.793000000000003,-46.743,14.950999999999999,89
144,145,145,Andres Romero,69,-0.374,-20.180999999999997,-30.424,10.244000000000002,54
145,T146,T146,Davis Love III,51,-0.377,-15.839,-1.2830000000000001,-14.555,42
146,T146,T146,Nick Taylor,91,-0.377,-31.250999999999998,-40.580999999999996,9.329,83
147,148,148,Ken Duke,93,-0.37799999999999995,-29.465999999999998,-12.169,-17.294,78
148,149,149,Mark Hubbard,79,-0.38299999999999995,-23.343000000000004,-17.116,-6.226,61
149,150,150,Ricky Barnes,82,-0.396,-24.932,-34.98,10.048,63
150,151,151,Geoff Ogilvy,50,-0.43200000000000005,-15.134,9.09,-24.221,35
151,152,152,Jonas Blixt,78,-0.44,-22.866999999999997,-29.21,6.345,52
152,153,153,D.A. Points,72,-0.451,-26.143,-22.987,-3.154,58
153,154,154,Sam Saunders,83,-0.496,-31.279,-22.686,-8.589,63
154,155,155,Brian Davis,86,-0.512,-36.35,-42.073,5.724,71
155,156,156,Derek Ernst,75,-0.531,-33.479,-0.9440000000000001,-32.531,63
156,157,157,Brice Garnett,81,-0.532,-34.055,-28.324,-5.727,64
157,158,158,Andres Gonzales,90,-0.537,-40.779,-54.25899999999999,13.481,76
158,T159,T159,Ben Crane,62,-0.5579999999999999,-29.034000000000002,-39.482,10.452,52
159,T159,T159,Scott Stallings,60,-0.5579999999999999,-27.329,-8.117,-19.208,49
160,161,161,Tyrone Van Aswegen,58,-0.58,-24.374000000000002,-17.992,-6.379,42
161,162,162,Sung Joon Park,79,-0.588,-37.05,-10.507,-26.539,63
162,163,163,Ernie Els,57,-0.6,-23.4,0.364,-23.764,39
163,164,164,Ángel Cabrera,53,-0.604,-25.346999999999998,-1.324,-24.02,42
164,165,165,Greg Chalmers,58,-0.605,-21.766,-40.792,19.028,36
165,166,166,Gonzalo Fernandez-Castaño,81,-0.6459999999999999,-40.728,-7.858,-32.867,63
166,167,167,Nicholas Thompson,90,-0.7120000000000001,-49.836000000000006,-15.321,-34.513000000000005,70
167,168,168,Jonathan Randolph,72,-0.718,-40.193000000000005,-47.6,7.4079999999999995,56
168,169,169,Max Homa,78,-0.7290000000000001,-45.187,-38.369,-6.816,62
169,170,170,Padraig Harrington,60,-0.7559999999999999,-37.055,-12.904000000000002,-24.148000000000003,49
170,171,171,Tim Wilkinson,73,-0.847,-49.126999999999995,-33.003,-16.123,58
171,172,172,Byron Smith,59,-0.873,-37.525,-11.862,-25.66,43
172,173,173,Robert Garrigus,70,-0.887,-48.76,-10.415999999999999,-38.341,55
173,174,174,Andrew Putnam,68,-0.905,-48.867,-77.222,28.357,54
174,175,175,Charlie Beljan,76,-0.9329999999999999,-53.196999999999996,-7.6579999999999995,-45.536,57
175,176,176,Eric Axley,57,-0.9520000000000001,-40.927,-47.361999999999995,6.438,43
176,177,177,Matt Every,73,-0.968,-54.218999999999994,-58.416000000000004,4.198,56
177,178,178,Robert Allenby,63,-0.97,-49.452,-10.985,-38.465,51
178,179,179,Andrew Svoboda,80,-1.067,-74.68,-72.885,-1.7919999999999998,70
179,180,180,Bill Lunde,50,-1.244,-44.788000000000004,-26.055,-18.730999999999998,36
180,181,181,Oscar Fraustro,58,-1.3159999999999998,-52.656000000000006,-41.345,-11.308,40
181,182,182,Jim Renner,68,-1.449,-81.13,-25.428,-55.698,56
182,183,183,Heath Slocum,57,-1.564,-61.0,-37.813,-23.184,39
183,184,184,Roger Sloan,56,-1.605,-64.21,-44.137,-20.07,40
