,Proximity_to_Hole_from_20-30_yards_RANK THIS WEEK,Proximity_to_Hole_from_20-30_yards_RANK LAST WEEK,Proximity_to_Hole_from_20-30_yards_PLAYER NAME,Proximity_to_Hole_from_20-30_yards_ROUNDS,Proximity_to_Hole_from_20-30_yards_AVG DTP,Proximity_to_Hole_from_20-30_yards_TOTAL DISTANCE (FEET),Proximity_to_Hole_from_20-30_yards_# OF SHOTS,Proximity_to_Hole_from_20-30_yards_SCRAMBLING RANK
43,44,44,Hal Sutton,96,"5' 0""",9.917,2,54
44,45,45,Sergio Garcia,64,"5' 3""",10.5,2,71
45,T46,T46,Glen Day,89,"5' 4""",10.667,2,9
46,T46,T46,Tom Lehman,82,"5' 4""",5.332999999999999,1,99
47,48,48,Craig Parry,68,"5' 10""",11.667,2,106
48,49,49,Rory Sabbatini,73,"6' 1""",6.082999999999999,1,151
49,50,50,Brian Gay,114,"6' 2""",6.167000000000001,1,22
50,51,51,Carlos Franco,87,"6' 5""",6.417000000000001,1,190
51,T52,T52,Michael Clark II,87,"7' 1""",14.083,2,82
52,T52,T52,Steve Pate,89,"7' 1""",7.082999999999999,1,166
53,54,54,Steve Stricker,73,"7' 8""",7.667000000000001,1,17
54,55,55,Andrew Magee,97,"7' 11""",7.917000000000001,1,133
55,56,56,Jeff Maggert,84,"8' 0""",8.0,1,117
56,57,57,Billy Mayfair,102,"8' 1""",16.083,2,59
57,58,58,Joel Edwards,99,"8' 2""",8.167,1,29
58,59,59,Joe Ogilvie,110,"8' 6""",8.5,1,91
59,60,60,Fred Funk,118,"8' 7""",17.167,2,13
60,61,61,J.L. Lewis,108,"8' 10""",8.833,1,58
61,T62,T62,Mark Calcavecchia,81,"9' 4""",9.333,1,78
62,T62,T62,Brandt Jobe,96,"9' 4""",9.333,1,176
63,64,64,Garrett Willis,88,"9' 6""",9.5,1,171
64,T65,T65,Woody Austin,99,"10' 1""",10.083,1,126
65,T65,T65,Per-Ulrik Johansson,82,"10' 1""",10.083,1,115
66,67,67,John Cook,91,"10' 5""",10.417,1,91
67,68,68,Skip Kendall,111,"10' 8""",10.667,1,89
68,69,69,Scott Verplank,99,"10' 10""",10.833,1,7
69,70,70,Joe Durant,80,"11' 1""",22.166999999999998,2,124
70,71,71,Bob Tway,109,"11' 10""",23.583000000000002,2,146
71,72,72,Brad Faxon,95,"12' 10""",64.083,5,19
72,73,73,Gary Nicklaus,96,"14' 0""",14.0,1,183
73,74,74,David Duval,78,"15' 7""",15.583,1,72
74,75,75,Steve Lowery,100,"16' 1""",32.083,2,120
75,76,76,Blaine McCallister,80,"21' 0""",21.0,1,118
76,77,77,Justin Leonard,106,"21' 10""",65.417,3,74
77,78,78,José Coceres,60,"23' 4""",69.917,3,46
78,79,79,Tiger Woods,76,"25' 8""",51.333,2,1
79,80,80,Robert Allenby,108,"39' 9""",39.75,1,110
80,81,81,Larry Mize,76,"40' 5""",80.75,2,24
81,82,82,Ted Tryba,110,"44' 2""",44.167,1,35
82,83,83,Paul Azinger,79,"45' 4""",90.583,2,31
83,84,84,David Toms,100,"61' 2""",61.167,1,108
