,SG_Total_RANK THIS WEEK,SG_Total_RANK LAST WEEK,SG_Total_PLAYER NAME,SG_Total_ROUNDS,SG_Total_AVERAGE,SG_Total_TOTAL SG:T,SG_Total_TOTAL SG:T2G,SG_Total_TOTAL SG:P,SG_Total_MEASURED ROUNDS
161,162,162,Jimmy Walker,73,-0.47600000000000003,-29.513,-34.452,4.9430000000000005,62
162,163,163,Chad Collins,72,-0.483,-30.45,-71.274,40.826,63
163,T164,T164,Stephen Leaney,53,-0.508,-22.869,-36.556,13.689,45
164,T164,T164,Steve Lowery,74,-0.508,-34.004,-40.405,6.405,67
165,166,166,Mark Hensby,71,-0.52,-33.256,-34.667,1.413,64
166,167,167,Harrison Frazar,73,-0.545,-33.781,22.785999999999998,-56.56399999999999,62
167,T168,T168,Todd Demsey,80,-0.556,-39.444,-37.17,-2.272,71
168,T168,T168,Jon Mills,95,-0.556,-43.336000000000006,-20.973000000000003,-22.361,78
169,T168,T168,Chris Stroud,81,-0.556,-36.726,-9.467,-27.256,66
170,171,171,Ted Purdy,68,-0.59,-34.811,-1.885,-32.925,59
171,172,172,Richard Johnson,77,-0.624,-42.441,-76.436,33.999,68
172,173,173,Will MacKenzie,62,-0.667,-38.02,-10.113,-27.901,57
173,174,174,Kenneth Ferrie,72,-0.6809999999999999,-40.858000000000004,-30.434,-10.42,60
174,175,175,Tom Scherrer,56,-0.716,-31.514,-28.134,-3.378,44
175,176,176,Ron Whittaker,54,-0.747,-30.642,-19.493,-11.145999999999999,41
176,177,177,Steve Allan,58,-0.7759999999999999,-37.232,-45.083999999999996,7.853,48
177,178,178,Ryan Armour,87,-0.78,-59.247,-60.743,1.5,76
178,179,179,Robert Gamez,79,-0.7829999999999999,-55.568000000000005,8.641,-64.205,71
179,180,180,Nick Flanagan,89,-0.7959999999999999,-63.658,-40.382,-23.271,80
180,181,181,Olin Browne,77,-0.807,-56.501000000000005,-26.99,-29.508000000000003,70
181,182,182,Justin Bolli,87,-0.828,-60.466,-33.302,-27.159000000000002,73
182,183,183,Bob Sowards,61,-0.847,-44.068999999999996,-49.29600000000001,5.228,52
183,184,184,Jin Park,85,-0.852,-59.667,-60.611000000000004,0.9470000000000001,70
184,185,185,Brett Rumford,72,-0.873,-53.236999999999995,-32.964,-20.271,61
185,186,186,J.P. Hayes,67,-0.889,-55.977,-52.055,-3.917,63
186,187,187,Charles Warren,79,-0.9159999999999999,-67.79899999999999,2.31,-70.10300000000001,74
187,188,188,Jim McGovern,75,-0.955,-60.156000000000006,-36.903,-23.252,63
188,189,189,Billy Andrade,71,-0.963,-59.732,-40.473,-19.253,62
189,190,190,Paul Claxton,63,-1.054,-52.703,-48.601000000000006,-4.1,50
190,191,191,Jason Allred,63,-1.137,-56.861000000000004,-39.006,-17.852999999999998,50
191,192,192,Cody Freeman,66,-1.226,-67.40899999999999,-48.668,-18.738,55
192,193,193,Tommy Gainey,60,-1.401,-64.454,-22.183000000000003,-42.268,46
193,194,194,Kyle Thompson,70,-1.527,-87.012,-68.211,-18.799,57
194,195,195,David Lutterus,59,-1.7009999999999998,-85.06299999999999,-39.913000000000004,-45.148,50
195,196,196,Travis Perkins,53,-1.756,-70.243,-47.232,-23.009,40
196,197,197,David Duval,51,-1.876,-76.906,-70.351,-6.553,41
