,Longest_Putts_RANK THIS WEEK,Longest_Putts_RANK LAST WEEK,Longest_Putts_PLAYER NAME,Longest_Putts_ROUNDS,Longest_Putts_DISTANCE,Longest_Putts_YEAR/TOURN#,Longest_Putts_ROUND,Longest_Putts_HOLE
101,T102,28,Matt Kuchar,82,"55' 2""",Deutsche Bank Championship,1,9
102,T102,104,Y.E. Yang,83,"55' 2""",Zurich Classic of New Orleans,1,9
103,T102,103,Richard Finch,6,"55' 2""",World Golf Championships-CA Championship,1,4
104,T102,102,Jimmy Walker,74,"55' 2""",Sony Open in Hawaii,4,16
105,106,106,Mike Weir,85,"55' 1""",the Memorial Tournament,2,1
106,107,107,Scott Verplank,88,"54' 6""",The Honda Classic,3,16
107,108,16,Joe Ogilvie,85,"54' 4""",Children's Miracle Network Classic,3,11
108,109,13,David Toms,98,"54' 2""",Quail Hollow Championship,3,8
109,T110,111,Eric Axley,71,"54' 1""",U.S. Bank Championship in Milwaukee,2,13
110,T110,110,Peter Tomasulo,61,"54' 1""",AT&T Pebble Beach National Pro-Am,2,18
111,T112,113,Cliff Kresge,78,"53' 11""",FBR Open,2,9
112,T112,112,Mathew Goggin,76,"53' 11""",The 50th Bob Hope Classic hosted by Arnold Palmer,2,18
113,T112,114,Ted Purdy,101,"53' 11""",Turning Stone Resort Championship,1,10
114,115,115,Dean Wilson,81,"53' 7""",FBR Open,3,5
115,116,116,Sergio Garcia,59,"53' 5""",Deutsche Bank Championship,1,13
116,117,65,Ryuji Imada,85,"53' 4""",Arnold Palmer Invitational presented by MasterCard,1,9
117,T118,101,Bubba Watson,73,"53' 3""",THE PLAYERS Championship,1,13
118,T118,119,Brandt Snedeker,81,"53' 3""",AT&T National,1,18
119,T120,116,Sergio Garcia,59,"53' 2""",Deutsche Bank Championship,2,15
120,T120,120,Garth Mulroy,4,"53' 2""",World Golf Championships-CA Championship,1,4
121,T122,41,Nick O'Hern,90,"53' 1""",Wyndham Championship,4,5
122,T122,122,D.J. Trahan,96,"53' 1""",Sony Open in Hawaii,3,11
123,T124,125,Michael Bradley,45,"53' 0""",Buick Open,2,10
124,T124,124,James Nitties,86,"53' 0""",AT&T National,3,13
125,126,126,Michael Allen,73,"52' 11""",Quail Hollow Championship,4,18
126,T127,41,Nick O'Hern,90,"52' 10""",Valero Texas Open,2,4
127,T127,128,Tim Clark,81,"52' 10""",BMW Championship,1,4
128,T129,129,Bob Estes,78,"52' 9""",St. Jude Classic presented by FedEx,1,16
129,T129,130,Aaron Watkins,48,"52' 9""",Turning Stone Resort Championship,1,1
130,T131,132,Scott Hoch,4,"52' 8""",U.S. Bank Championship in Milwaukee,4,4
131,T131,115,Dean Wilson,81,"52' 8""",Buick Invitational,1,10
132,T133,133,Fred Couples,54,"52' 7""",Buick Invitational,3,2
133,T133,135,Matt Jones,56,"52' 7""",Zurich Classic of New Orleans,1,18
134,T133,77,Johnson Wagner,81,"52' 7""",The Honda Classic,1,17
135,136,136,"David Berganio, Jr.",43,"52' 4""",Quail Hollow Championship,1,12
136,T137,137,Bill Haas,91,"52' 3""",Buick Invitational,4,5
137,T137,67,Michael Letzig,96,"52' 3""",Buick Open,3,9
138,T137,139,Troy Kelly,40,"52' 3""",Buick Open,1,7
139,140,140,Aron Price,89,"52' 1""",St. Jude Classic presented by FedEx,1,13
140,T141,141,Kent Jones,73,"52' 0""",Buick Invitational,4,4
141,T141,115,Dean Wilson,81,"52' 0""",John Deere Classic,2,3
142,T141,97,J.J. Henry,97,"52' 0""",St. Jude Classic presented by FedEx,4,10
143,T141,142,Ben Crane,93,"52' 0""",Arnold Palmer Invitational presented by MasterCard,2,12
144,T145,114,Ted Purdy,101,"51' 11""",Quail Hollow Championship,4,17
145,T145,26,Kevin Na,91,"51' 11""",Crowne Plaza Invitational at Colonial,1,4
146,T145,135,Matt Jones,56,"51' 11""",Buick Invitational,4,14
147,T148,149,David Peoples,18,"51' 10""",Valero Texas Open,4,5
148,T148,148,Rory Sabbatini,81,"51' 10""",Sony Open in Hawaii,1,17
149,150,122,D.J. Trahan,96,"51' 9""",Mercedes-Benz Championship,4,13
150,T151,152,Corey Pavin,73,"51' 8""",Turning Stone Resort Championship,1,10
151,T151,7,John Rollins,92,"51' 8""",Buick Open,3,1
152,T153,64,Matt Bettencourt,98,"51' 7""",Transitions Championship,4,16
153,T153,156,Jonathan Kaye,49,"51' 7""",Wyndham Championship,1,18
154,T153,102,Jimmy Walker,74,"51' 7""",Shell Houston Open,1,9
155,T153,157,Scott Piercy,85,"51' 7""",Turning Stone Resort Championship,3,15
156,T153,155,Roland Thatcher,44,"51' 7""",St. Jude Classic presented by FedEx,1,12
157,158,158,Brett Quigley,92,"51' 6""",Transitions Championship,4,13
158,159,128,Tim Clark,81,"51' 5""",THE PLAYERS Championship,4,16
159,T160,161,Harrison Frazar,93,"51' 4""",Crowne Plaza Invitational at Colonial,1,9
160,T160,26,Kevin Na,91,"51' 4""",THE PLAYERS Championship,4,16
161,T162,19,Rocco Mediate,79,"51' 2""",Turning Stone Resort Championship,1,2
162,T162,163,Brian Davis,103,"51' 2""",Valero Texas Open,4,9
163,T162,97,J.J. Henry,97,"51' 2""",Zurich Classic of New Orleans,1,17
164,T162,164,Alvaro Quiros,25,"51' 2""",World Golf Championships-Bridgestone Invitational,4,13
165,T166,167,John Huston,39,"51' 1""",Shell Houston Open,3,11
166,T166,74,Peter Lonard,86,"51' 1""",Northern Trust Open,1,13
167,168,168,Charlie Wi,92,"50' 11""",BMW Championship,3,11
168,169,106,Mike Weir,85,"50' 10""",Deutsche Bank Championship,4,13
169,T170,171,Paul Goydos,79,"50' 9""",Shell Houston Open,1,12
170,T170,156,Jonathan Kaye,49,"50' 9""",Transitions Championship,2,15
171,T170,102,Jimmy Walker,74,"50' 9""",Buick Open,2,4
172,T173,174,Tom Byrum,10,"50' 8""",Legends Reno-Tahoe Open,2,2
173,T173,129,Bob Estes,78,"50' 8""",THE PLAYERS Championship,1,16
174,T173,96,Kevin Sutherland,96,"50' 8""",Wyndham Championship,3,3
175,T176,176,Lee Janzen,74,"50' 7""",Arnold Palmer Invitational presented by MasterCard,3,18
176,T176,178,Yuji Igarashi,4,"50' 7""",World Golf Championships-Bridgestone Invitational,4,6
177,T176,15,Pat Perez,74,"50' 7""",Frys.com Open,1,5
178,T176,135,Matt Jones,56,"50' 7""",John Deere Classic,2,18
179,180,83,Ricky Barnes,67,"50' 5""",Sony Open in Hawaii,1,7
180,181,12,Heath Slocum,95,"50' 4""",Legends Reno-Tahoe Open,3,9
181,T182,183,Billy Mayfair,83,"50' 2""",THE PLAYERS Championship,1,4
182,T182,168,Charlie Wi,92,"50' 2""",The Honda Classic,3,9
183,T184,184,Justin Leonard,95,"50' 1""",Frys.com Open,2,13
184,T184,185,Matthew Borchert,48,"50' 1""",Children's Miracle Network Classic,1,8
185,T186,36,Jeff Klauk,97,"50' 0""",Transitions Championship,2,12
186,T186,187,Jason Dufner,90,"50' 0""",Shell Houston Open,4,11
187,T188,188,Tim Petrovic,97,"49' 11""",Shell Houston Open,1,11
188,T188,189,Mathias Grönberg,37,"49' 11""",RBC Canadian Open,1,15
189,T188,14,Martin Laird,72,"49' 11""",Frys.com Open,1,11
190,191,140,Aron Price,89,"49' 8""",The Honda Classic,1,8
191,T192,193,Retief Goosen,74,"49' 7""",THE TOUR Championship presented by Coca-Cola,1,11
192,T192,192,Carl Pettersson,86,"49' 7""",Buick Invitational,4,12
193,T194,85,Brian Bateman,55,"49' 6""",Valero Texas Open,1,9
194,T194,194,Briny Baird,89,"49' 6""",FBR Open,1,8
195,T196,196,Steve Flesch,77,"49' 5""",Transitions Championship,1,18
196,T196,64,Matt Bettencourt,98,"49' 5""",U.S. Bank Championship in Milwaukee,2,14
197,T196,89,Sean O'Hair,80,"49' 5""",AT&T National,1,10
198,T199,24,Nathan Green,104,"49' 4""",Buick Open,4,7
199,T199,77,Johnson Wagner,81,"49' 4""",Buick Invitational,4,16
