,3_Putts_per_Round_RANK THIS WEEK,3_Putts_per_Round_RANK LAST WEEK,3_Putts_per_Round_PLAYER NAME,3_Putts_per_Round_ROUNDS,3_Putts_per_Round_AVG,3_Putts_per_Round_TOTAL 3+ PUTTS,3_Putts_per_Round_TOTAL ROUNDS
83,T52,T52,Jon Mills,95,0.01,1,95
84,T52,T52,Ryan Moore,72,0.01,1,72
85,T52,T52,Rod Pampling,83,0.01,1,80
86,T52,T52,Jin Park,85,0.01,1,85
87,T52,T52,Pat Perez,93,0.01,1,92
88,T52,T52,Tom Pernice Jr.,104,0.01,1,104
89,T52,T52,Tim Petrovic,97,0.01,1,97
90,T52,T52,Carl Pettersson,110,0.01,1,110
91,T52,T52,Jeff Quinney,87,0.01,1,87
92,T52,T52,Tag Ridings,88,0.01,1,88
93,T52,T52,John Riegger,73,0.01,1,73
94,T52,T52,Heath Slocum,104,0.01,1,104
95,T52,T52,Steve Stricker,75,0.01,1,72
96,T52,T52,Kyle Thompson,70,0.01,1,70
97,T52,T52,Nicholas Thompson,113,0.01,1,113
98,T52,T52,D.J. Trahan,94,0.01,1,94
99,T52,T52,Bo Van Pelt,101,0.01,1,101
100,T52,T52,Scott Verplank,82,0.01,1,81
101,T52,T52,Camilo Villegas,79,0.01,1,78
102,T52,T52,Tim Wilkinson,95,0.01,1,95
103,T52,T52,Mark Wilson,107,0.01,1,107
