,GIR_Percentage_-_200_yards_RANK THIS WEEK,GIR_Percentage_-_200_yards_RANK LAST WEEK,GIR_Percentage_-_200_yards_PLAYER NAME,GIR_Percentage_-_200_yards_ROUNDS,GIR_Percentage_-_200_yards_%,GIR_Percentage_-_200_yards_GREENS HIT,GIR_Percentage_-_200_yards_TOTAL HOLES,GIR_Percentage_-_200_yards_RELATIVE TO PAR
145,146,146,Jeff Maggert,54,39.06,50,128,-0.12
146,147,147,Geoff Ogilvy,84,38.86,75,193,+0.05
147,148,148,Robert Garrigus,80,38.85,61,157,-0.15
148,149,149,Gonzalo Fernandez-Castaño,83,38.78,76,196,-0.08
149,150,150,Jason Kokrak,65,38.62,56,145,-0.16
150,151,151,Roberto Castro,76,38.42,68,177,-0.03
151,152,152,Ian Poulter,57,38.33,46,120,-0.09
152,153,153,Mark Wilson,69,38.22,60,157,-0.05
153,154,154,Pat Perez,84,38.14,74,194,-0.11
154,155,155,Ernie Els,85,38.04,70,184,-0.17
155,156,156,Stuart Appleby,92,37.7,95,252,-0.11
156,157,157,William McGirt,96,37.66,87,231,-0.15
157,158,158,Hideki Matsuyama,82,37.18,58,156,E
158,159,159,Matt Jones,83,37.16,55,148,-0.07
159,160,160,Chris Kirk,105,37.07,86,232,-0.10
160,161,161,Brendon Todd,108,36.9,107,290,-0.05
161,162,162,David Lingmerth,80,36.25,58,160,-0.07
162,163,163,Troy Matteson,62,35.83,43,120,-0.05
163,164,164,Brian Davis,93,35.63,88,247,-0.02
164,165,165,Johnson Wagner,69,35.33,53,150,-0.06
165,166,166,Freddie Jacobson,91,35.25,86,244,-0.16
166,167,167,K.J. Choi,80,35.14,78,222,+0.04
167,168,168,James Driscoll,71,35.06,54,154,-0.15
168,169,169,Woody Austin,63,35.03,55,157,E
169,170,170,Greg Chalmers,85,34.83,70,201,-0.14
170,T171,T171,Chad Collins,78,33.68,65,193,-0.12
171,T171,T171,Brian Gay,81,33.68,65,193,-0.02
172,173,173,Mike Weir,69,33.33,66,198,-0.11
173,174,174,Justin Leonard,75,32.54,68,209,-0.12
174,175,175,Aaron Baddeley,74,31.58,48,152,-0.02
175,176,176,Richard Lee,80,30.92,47,152,-0.04
176,177,177,Tim Wilkinson,86,30.1,59,196,-0.17
