,Longest_Drives_RANK THIS WEEK,Longest_Drives_RANK LAST WEEK,Longest_Drives_PLAYER NAME,Longest_Drives_ROUNDS,Longest_Drives_DISTANCE,Longest_Drives_TOURNAMENT,Longest_Drives_ROUND,Longest_Drives_HOLE,Longest_Drives_COURSE
169,T157,T67,Chris Kirk,76,377,The Barclays,2,2,781
170,T157,T157,Keegan Bradley,87,377,BMW Championship,1,16,789
171,T157,T18,Patrick Reed,103,377,The Barclays,1,7,781
172,T173,T14,Charley Hoffman,97,376,Hyundai Tournament of Champions,2,7,656
173,T173,T134,Henrik Stenson,63,376,U.S. Open,2,18,100
174,T173,T8,Bubba Watson,71,376,World Golf Championships-Cadillac Championship,1,2,8
175,T173,T8,Bubba Watson,71,376,World Golf Championships-Cadillac Championship,1,12,8
176,T173,T8,Bubba Watson,71,376,RBC Canadian Open,3,18,32
177,T173,T8,Bubba Watson,71,376,The Barclays,2,2,781
178,T173,T173,Scott Piercy,90,376,RBC Canadian Open,3,18,32
179,T173,T98,Charl Schwartzel,67,376,World Golf Championships-Bridgestone Invitational,4,18,36
180,T173,T18,J.B. Holmes,89,376,World Golf Championships-Cadillac Championship,1,12,8
181,T173,T18,J.B. Holmes,89,376,World Golf Championships-Bridgestone Invitational,4,9,36
182,T173,T173,Josh Teater,33,376,RBC Canadian Open,1,18,32
183,T173,T98,Tony Finau,106,376,The Barclays,1,7,781
184,T173,5,Dustin Johnson,75,376,World Golf Championships-Bridgestone Invitational,2,9,36
185,T173,T173,Charlie Beljan,76,376,The Honda Classic,1,6,734
186,T173,T134,Kevin Chappell,86,376,The Barclays,1,7,781
187,T173,T173,Andrew Loupe,40,376,Valero Texas Open,2,18,770
188,T173,T31,Taylor Pendrith,2,376,RBC Canadian Open,1,18,32
189,T190,T98,Justin Rose,69,375,World Golf Championships-Bridgestone Invitational,3,8,36
190,T190,T60,Steven Bowditch,103,375,Shell Houston Open,1,8,729
191,T190,T60,Steven Bowditch,103,375,The Barclays,1,2,781
192,T190,T8,Bubba Watson,71,375,Hyundai Tournament of Champions,1,12,656
193,T190,T173,Scott Piercy,90,375,The Barclays,2,2,781
194,T190,T190,Marc Warren,33,375,World Golf Championships-Bridgestone Invitational,4,9,36
195,T190,T22,Matt Jones,89,375,Hyundai Tournament of Champions,4,6,656
196,T190,T190,David Hearn,97,375,The Barclays,1,7,781
197,T190,T60,Brian Harman,90,375,The Barclays,1,7,781
198,T190,5,Dustin Johnson,75,375,Valero Texas Open,4,18,770
199,T190,5,Dustin Johnson,75,375,World Golf Championships-Bridgestone Invitational,4,18,36
