,Back_9_Lowest_Round_RANK THIS WEEK,Back_9_Lowest_Round_RANK LAST WEEK,Back_9_Lowest_Round_PLAYER NAME,Back_9_Lowest_Round_ROUNDS,Back_9_Lowest_Round_LOW RND
81,T49,T49,Charley Hoffman,93,31
82,T49,T49,Billy Horschel,92,31
83,T49,T49,Billy Hurley III,86,31
84,T49,T49,Dustin Johnson,58,31
85,T49,T49,Matt Jones,83,31
86,T49,T49,Jerry Kelly,80,31
87,T49,T49,Kevin Kisner,85,31
88,T49,T49,Russell Knox,92,31
89,T49,T49,Brooks Koepka,56,31
90,T49,T49,Jason Kokrak,65,31
91,T49,T49,Matt Kuchar,91,31
92,T49,T49,Bronson La'Cassie,51,31
93,T49,T49,Scott Langley,95,31
94,T49,T49,Marc Leishman,81,31
95,T49,T49,David Lingmerth,80,31
96,T49,T49,Andrew Loupe,65,31
97,T49,T49,Will MacKenzie,82,31
98,T49,T49,Ben Martin,80,31
99,T49,T49,Hideki Matsuyama,82,31
100,T49,T49,Graeme McDowell,66,31
101,T49,T49,John Merrick,87,31
102,T49,T49,Kevin Na,94,31
103,T49,T49,Seung-Yul Noh,92,31
104,T49,T49,Sean O'Hair,77,31
105,T49,T49,Pat Perez,84,31
106,T49,T49,Michael Putnam,106,31
107,T49,T49,Jim Renner,61,31
108,T49,T49,Wes Roach,67,31
109,T49,T49,John Rollins,84,31
110,T49,T49,Andres Romero,81,31
111,T49,T49,Charl Schwartzel,64,31
112,T49,T49,Webb Simpson,87,31
113,T49,T49,Vijay Singh,83,31
114,T49,T49,Heath Slocum,71,31
115,T49,T49,Jordan Spieth,102,31
116,T49,T49,Scott Stallings,77,31
117,T49,T49,Henrik Stenson,56,31
118,T49,T49,Robert Streb,75,31
119,T49,T49,Chris Stroud,88,31
120,T49,T49,Brian Stuard,91,31
121,T49,T49,Hudson Swafford,75,31
122,T49,T49,Josh Teater,90,31
123,T49,T49,Nicholas Thompson,85,31
124,T49,T49,Brendon Todd,108,31
125,T49,T49,David Toms,64,31
126,T49,T49,Cameron Tringale,111,31
127,T49,T49,Kevin Tway,64,31
128,T49,T49,Tyrone Van Aswegen,79,31
129,T49,T49,Bo Van Pelt,83,31
130,T49,T49,Camilo Villegas,95,31
131,T49,T49,Johnson Wagner,69,31
132,T49,T49,Nick Watney,80,31
133,T49,T49,Bubba Watson,76,31
134,T49,T49,Charlie Wi,72,31
135,T49,T49,Willy Wilcox,51,31
136,T49,T49,Gary Woodland,93,31
137,T138,T138,Woody Austin,63,32
138,T138,T138,Aaron Baddeley,74,32
139,T138,T138,Ángel Cabrera,69,32
140,T138,T138,Roberto Castro,76,32
141,T138,T138,Greg Chalmers,85,32
142,T138,T138,Ben Crane,81,32
143,T138,T138,Ben Curtis,77,32
144,T138,T138,Jason Day,54,32
145,T138,T138,Jason Dufner,57,32
146,T138,T138,Derek Ernst,80,32
147,T138,T138,Martin Flores,85,32
148,T138,T138,Brice Garnett,92,32
149,T138,T138,Lucas Glover,68,32
150,T138,T138,Luke Guthrie,85,32
151,T138,T138,Chesson Hadley,84,32
152,T138,T138,David Hearn,97,32
153,T138,T138,J.B. Holmes,86,32
154,T138,T138,Charles Howell III,106,32
155,T138,T138,John Huh,87,32
156,T138,T138,Trevor Immelman,84,32
157,T138,T138,Spencer Levin,59,32
158,T138,T138,Jeff Maggert,54,32
159,T138,T138,Hunter Mahan,88,32
160,T138,T138,Troy Merritt,62,32
161,T138,T138,Jeff Overton,80,32
162,T138,T138,John Peterson,62,32
163,T138,T138,"Ted Potter, Jr.",68,32
164,T138,T138,Ian Poulter,57,32
165,T138,T138,Justin Rose,70,32
166,T138,T138,Shawn Stefani,60,32
167,T138,T138,Jhonattan Vegas,77,32
168,T138,T138,Boo Weekley,73,32
169,T138,T138,Mike Weir,69,32
170,T138,T138,Lee Westwood,57,32
171,T138,T138,Mark Wilson,69,32
172,T173,T173,Robert Allenby,83,33
173,T173,T173,Chad Campbell,57,33
174,T173,T173,D.H. Lee,54,33
175,T173,T173,Richard Lee,80,33
176,T173,T173,D.A. Points,75,33
