,Average_Distance_of_Birdie_putts_made_RANK THIS WEEK,Average_Distance_of_Birdie_putts_made_RANK LAST WEEK,Average_Distance_of_Birdie_putts_made_PLAYER NAME,Average_Distance_of_Birdie_putts_made_ROUNDS,Average_Distance_of_Birdie_putts_made_AVG,Average_Distance_of_Birdie_putts_made_TOT DIST. (FT),Average_Distance_of_Birdie_putts_made_TOT BIRDIE PUTTS MADE,Average_Distance_of_Birdie_putts_made_LONGEST MADE (FT),Average_Distance_of_Birdie_putts_made_SHORTEST MADE (FT)
65,T60,,Seung-Yul Noh,91,"10' 0""",2566.167,256,66,"3"""
66,T60,,Brandt Snedeker,53,"10' 0""",1362.5829999999999,136,45,"3"""
67,T60,,Vaughn Taylor,90,"10' 0""",2673.25,268,62,"3"""
68,T69,,Søren Kjeldsen,58,"9' 11""",1109.25,112,40,"6"""
69,T69,,Spencer Levin,89,"9' 11""",1900.9170000000001,192,61,"2"""
70,T69,,Chris Stroud,67,"9' 11""",1611.5829999999999,163,53,1
71,T69,,Boo Weekley,75,"9' 11""",1929.25,195,37,"1"""
72,T73,,Julián Etulain,68,"9' 10""",1576.3329999999999,160,41,"11"""
73,T73,,Chris Kirk,89,"9' 10""",2347.25,239,42,"2"""
74,T73,,Matt Kuchar,95,"9' 10""",2426.0,247,51,"4"""
75,T73,,Seamus Power,86,"9' 10""",2296.5,234,59,"4"""
76,T73,,Adam Scott,58,"9' 10""",1356.8329999999999,138,34,"8"""
77,T73,,Cameron Tringale,89,"9' 10""",2082.75,211,59,"4"""
78,T79,,Mark Anderson,54,"9' 9""",1201.417,123,58,"3"""
79,T79,,Daniel Berger,91,"9' 9""",2427.667,249,57,"2"""
80,T79,,Keegan Bradley,104,"9' 9""",3010.333,310,53,"2"""
81,T79,,Danny Lee,93,"9' 9""",2610.083,268,44,"5"""
82,T79,,Ben Martin,86,"9' 9""",2361.5,242,49,"2"""
83,T79,,Harold Varner III,101,"9' 9""",2806.583,287,53,"3"""
84,T85,,Rafa Cabrera Bello,63,"9' 8""",1316.5829999999999,136,38,"2"""
85,T85,,Paul Casey,94,"9' 8""",2319.167,240,57,"1"""
86,T85,,Bryson DeChambeau,91,"9' 8""",2329.083,240,63,"3"""
87,T85,,Ken Duke,77,"9' 8""",1707.25,176,62,"2"""
88,T85,,Gonzalo Fernandez-Castaño,63,"9' 8""",1314.0,136,37,"3"""
89,T85,,Robert Garrigus,78,"9' 8""",2141.667,222,69,"3"""
90,T85,,J.J. Henry,92,"9' 8""",2048.417,212,48,"2"""
91,T85,,Sung Kang,104,"9' 8""",2792.083,288,61,"1"""
92,T85,,Pat Perez,93,"9' 8""",2362.583,244,53,"2"""
93,T94,,Ricky Barnes,100,"9' 7""",2284.5,238,45,"2"""
94,T94,,Jason Day,71,"9' 7""",2044.5829999999999,213,60,"3"""
95,T94,,Rickie Fowler,78,"9' 7""",2426.417,254,47,"2"""
96,T94,,Fabián Gómez,61,"9' 7""",1545.9170000000001,162,39,1
97,T94,,Bill Haas,92,"9' 7""",2041.9170000000001,214,61,"1"""
98,T94,,David Hearn,93,"9' 7""",1975.25,207,54,"2"""
99,T94,,Charles Howell III,86,"9' 7""",2116.5,221,56,"4"""
100,T94,,Brooks Koepka,88,"9' 7""",2432.833,253,66,"6"""
101,T94,,Rick Lamb,54,"9' 7""",1198.25,125,32,"5"""
102,T94,,Sean O'Hair,84,"9' 7""",2362.75,247,58,"4"""
103,T94,,Rod Pampling,71,"9' 7""",1902.5,198,54,"2"""
104,T94,,C.T. Pan,88,"9' 7""",2120.583,221,51,"2"""
105,T94,,Patrick Reed,107,"9' 7""",2741.917,287,64,"3"""
106,T107,,Jason Dufner,89,"9' 6""",2485.75,261,50,"3"""
107,T107,,Lucas Glover,93,"9' 6""",2873.333,303,68,"4"""
108,T107,,Patton Kizzire,84,"9' 6""",2322.583,244,48,"2"""
109,T107,,Russell Knox,75,"9' 6""",1646.9170000000001,174,43,"2"""
110,T107,,Tyrone Van Aswegen,105,"9' 6""",2364.75,248,46,"1"""
111,T107,,Bubba Watson,71,"9' 6""",1639.3329999999999,172,47,"3"""
112,T113,,Aaron Baddeley,61,"9' 5""",1420.0829999999999,151,54,"2"""
113,T113,,Dominic Bozzelli,69,"9' 5""",1721.25,183,49,"3"""
114,T113,,Wesley Bryan,95,"9' 5""",2307.333,244,52,"4"""
115,T113,,Brian Campbell,55,"9' 5""",1313.0829999999999,140,49,"3"""
116,T113,,Chad Collins,66,"9' 5""",1556.5829999999999,165,65,"7"""
117,T113,,Andres Gonzales,73,"9' 5""",1844.5829999999999,196,50,"5"""
118,T113,,Troy Merritt,82,"9' 5""",2112.333,224,43,"4"""
119,T113,,Justin Rose,66,"9' 5""",1814.8329999999999,193,48,"2"""
120,T113,,Sam Saunders,76,"9' 5""",2098.25,223,40,"1"""
121,T113,,Scott Stallings,81,"9' 5""",2002.0829999999999,213,61,"5"""
122,T113,,Kevin Streelman,90,"9' 5""",2263.417,241,42,"2"""
123,T113,,Daniel Summerhays,100,"9' 5""",2418.417,257,51,"3"""
124,T125,,Ryan Brehm,83,"9' 4""",1915.4170000000001,205,38,"3"""
125,T125,,Marc Leishman,94,"9' 4""",2297.25,247,70,"3"""
126,T125,,Trey Mullinax,88,"9' 4""",2098.417,224,47,"7"""
127,T125,,Jon Rahm,90,"9' 4""",2427.0,260,49,"3"""
128,T125,,Jordan Spieth,85,"9' 4""",2616.0,281,52,"2"""
129,T125,,Kyle Stanley,104,"9' 4""",3233.333,347,55,"2"""
130,T125,,Brendan Steele,89,"9' 4""",2266.167,243,53,"2"""
131,T125,,Nick Taylor,97,"9' 4""",2437.0,260,54,"3"""
132,T125,,Jimmy Walker,68,"9' 4""",1618.1670000000001,174,52,"5"""
133,T134,,Roberto Castro,70,"9' 3""",1336.25,144,37,"1"""
134,T134,,Brad Fritsch,56,"9' 3""",1243.833,134,46,"2"""
135,T134,,Sergio Garcia,65,"9' 3""",1378.1670000000001,149,38,"4"""
136,T134,,Hunter Mahan,73,"9' 3""",1667.5829999999999,180,46,"2"""
137,T134,,Cameron Percy,71,"9' 3""",1603.0,174,74,"5"""
138,T134,,Carl Pettersson,63,"9' 3""",1381.0,149,33,"10"""
139,T140,,Ernie Els,52,"9' 2""",879.9169999999999,96,35,"3"""
140,T140,,Derek Fathauer,81,"9' 2""",1989.5829999999999,218,53,"4"""
141,T140,,Michael Kim,94,"9' 2""",2712.25,296,54,"2"""
142,T140,,Luke List,102,"9' 2""",2966.167,324,71,"2"""
143,T140,,Rory Sabbatini,71,"9' 2""",1811.3329999999999,197,43,"4"""
144,T140,,Webb Simpson,102,"9' 2""",2510.083,275,64,"2"""
145,T146,,Ryo Ishikawa,56,"9' 1""",1135.75,125,64,"3"""
146,T146,,Hudson Swafford,94,"9' 1""",2357.833,260,49,"7"""
147,T146,,Richy Werenski,81,"9' 1""",1747.75,192,43,"2"""
148,T149,,Miguel Angel Carballo,63,"9' 0""",1120.917,124,37,"3"""
149,T149,,Matt Every,76,"9' 0""",1851.0829999999999,206,56,"5"""
150,T149,,Jim Herman,77,"9' 0""",1977.8329999999999,219,55,"4"""
151,T149,,Smylie Kaufman,76,"9' 0""",2002.1670000000001,222,46,"2"""
152,T149,,Jason Kokrak,95,"9' 0""",2462.5,273,50,"2"""
153,T149,,William McGirt,89,"9' 0""",1936.1670000000001,216,68,"4"""
154,T149,,Francesco Molinari,75,"9' 0""",1833.75,204,43,"2"""
155,T149,,Scott Piercy,70,"9' 0""",1507.0829999999999,168,48,"3"""
156,T149,,Ian Poulter,72,"9' 0""",1568.75,174,48,"2"""
157,T149,,Cameron Smith,86,"9' 0""",2335.083,259,46,"3"""
158,T149,,Kevin Tway,96,"9' 0""",2317.0,258,71,"2"""
159,T160,,Steven Alker,69,"8' 11""",1442.5829999999999,162,33,"3"""
160,T160,,James Hahn,96,"8' 11""",2325.417,260,43,"2"""
161,T160,,J.B. Holmes,83,"8' 11""",1802.75,203,57,"3"""
162,T163,,Tony Finau,106,"8' 10""",3156.583,356,60,"2"""
163,T163,,Phil Mickelson,85,"8' 10""",2217.083,252,40,"1"""
164,T163,,Jonathan Randolph,68,"8' 10""",1291.167,146,42,"2"""
165,T163,,Justin Thomas,86,"8' 10""",2351.5,267,60,"5"""
166,T163,,Tim Wilkinson,64,"8' 10""",1285.083,145,46,"3"""
167,T168,,Kelly Kraft,75,"8' 8""",1809.4170000000001,208,43,"3"""
168,T168,,Gary Woodland,94,"8' 8""",2057.583,237,47,"2"""
169,T170,,Byeong Hun An,77,"8' 7""",1567.3329999999999,183,52,"3"""
170,T170,,Dustin Johnson,77,"8' 7""",1981.6670000000001,232,45,"6"""
171,T172,,Bud Cauley,92,"8' 6""",2243.5,265,39,"3"""
172,T172,,Branden Grace,70,"8' 6""",1103.0,130,29,"2"""
173,T172,,Brandon Hagy,85,"8' 6""",2017.5829999999999,237,56,"2"""
174,T172,,Charley Hoffman,112,"8' 6""",2802.917,330,38,"2"""
175,T172,,Si Woo Kim,80,"8' 6""",1391.75,164,45,"2"""
176,T172,,Andrew Loupe,55,"8' 6""",1152.167,135,45,"2"""
177,T172,,Jamie Lovemark,98,"8' 6""",2262.417,267,47,"2"""
178,T172,,Hideki Matsuyama,83,"8' 6""",1803.0829999999999,212,59,"2"""
179,T172,,Ryan Moore,82,"8' 6""",1862.6670000000001,220,49,"3"""
180,T172,,Grayson Murray,94,"8' 6""",2649.5,313,40,"1"""
181,T172,,J.T. Poston,95,"8' 6""",2161.833,254,52,"1"""
182,T172,,Ollie Schniederjans,92,"8' 6""",2489.25,292,54,"1"""
183,T184,,Retief Goosen,52,"8' 5""",1064.75,127,52,"2"""
184,T184,,Rory McIlroy,51,"8' 5""",1045.75,124,50,"7"""
185,T184,,Ryan Palmer,61,"8' 5""",1192.25,141,56,"6"""
186,T187,,Kevin Chappell,95,"8' 3""",2002.5,242,36,"4"""
187,T187,,Jhonattan Vegas,95,"8' 3""",1904.5829999999999,232,46,"4"""
188,189,,Anirban Lahiri,72,"8' 1""",1667.25,206,49,"1"""
189,190,,Charl Schwartzel,63,"7' 8""",1228.0,160,34,"2"""
