,Longest_Putts_RANK THIS WEEK,Longest_Putts_RANK LAST WEEK,Longest_Putts_PLAYER NAME,Longest_Putts_ROUNDS,Longest_Putts_DISTANCE,Longest_Putts_YEAR/TOURN#,Longest_Putts_ROUND,Longest_Putts_HOLE
139,140,140,Jeff Maggert,79,"54' 1""",Wachovia Championship,3,17
140,T141,141,Tom Pernice Jr.,104,"54' 0""",World Golf Championships-CA Championship,2,14
141,T141,142,Nathan Green,103,"54' 0""",Stanford St. Jude Championship,3,13
142,T143,143,Michael Allen,74,"53' 11""",John Deere Classic,2,7
143,T143,144,Craig Lile,77,"53' 11""",U.S. Bank Championship in Milwaukee,1,5
144,T145,146,Rocco Mediate,72,"53' 8""",Children's Miracle Network Classic presented by Wal-Mart,3,17
145,T145,12,Rich Barcelo,80,"53' 8""",Zurich Classic of New Orleans,4,7
146,T147,70,Glen Day,85,"53' 7""",Ginn sur Mer Classic at Tesoro,1,12
147,T147,147,Mathias Grönberg,95,"53' 7""",The Honda Classic,2,11
148,T149,110,Mark Calcavecchia,93,"53' 6""",Buick Invitational,2,7
149,T149,47,Dicky Pride,71,"53' 6""",The Honda Classic,1,16
150,T149,151,John Mallinger,96,"53' 6""",Shell Houston Open,3,3
151,T152,9,Steve Elkington,87,"53' 5""",Canadian Open presented by Franklin Templeton Investments,4,4
152,T152,118,Cliff Kresge,107,"53' 5""",AT&T National,2,17
153,T152,135,Jason Dufner,100,"53' 5""",The Barclays,3,12
154,T155,156,Charlie Wi,90,"53' 2""",Deutsche Bank Championship,3,15
155,T155,155,K.J. Choi,87,"53' 2""",Shell Houston Open,1,9
156,T157,157,Jim Furyk,84,"53' 1""",Mercedes-Benz Championship,3,17
157,T157,158,Jeff Quinney,95,"53' 1""",FBR Open,1,7
158,159,159,Tripp Isenhour,86,"53' 0""",FBR Open,4,3
159,T160,110,Mark Calcavecchia,93,"52' 11""",THE PLAYERS Championship,2,16
160,T160,161,Chris DiMarco,79,"52' 11""",AT&T National,3,13
161,T162,163,Bill Lunde,4,"52' 10""",Frys.com Open benefiting Shriners Hospitals for Children,2,11
162,T162,127,Michael Putnam,96,"52' 10""",PODS Championship,4,16
163,T164,166,Joey Sindelar,75,"52' 7""",Canadian Open presented by Franklin Templeton Investments,1,2
164,T164,47,Dicky Pride,71,"52' 7""",Arnold Palmer Invitational presented by MasterCard,1,9
165,T164,167,John Senden,97,"52' 7""",The Barclays,1,9
166,T164,165,D.J. Trahan,99,"52' 7""",Wachovia Championship,1,17
167,T168,26,Jeff Gove,103,"52' 6""",Frys.com Open benefiting Shriners Hospitals for Children,3,17
168,T168,89,Harrison Frazar,88,"52' 6""",Turning Stone Resort Championship,1,4
169,T170,171,Tom Johnson,74,"52' 2""",Buick Invitational,1,2
170,T170,173,Miguel Angel Jiménez,13,"52' 2""",Shell Houston Open,2,9
171,T170,172,Anders Hansen,55,"52' 2""",The Honda Classic,3,10
172,T170,170,Yusaku Miyazato,4,"52' 2""",Sony Open in Hawaii,2,13
173,T170,174,Andrew Buckle,77,"52' 2""",Turning Stone Resort Championship,3,7
174,T175,175,Padraig Harrington,64,"52' 1""",THE PLAYERS Championship,4,1
175,T175,54,Henrik Stenson,52,"52' 1""",AT&T Classic,1,9
176,T177,177,Kenny Perry,83,"52' 0""",the Memorial Tournament presented by Morgan Stanley,3,1
177,T177,137,Brian Davis,101,"52' 0""",Ginn sur Mer Classic at Tesoro,1,8
178,T179,27,Daisuke Maruyama,86,"51' 10""",Zurich Classic of New Orleans,2,12
179,T179,137,Brian Davis,101,"51' 10""",Frys.com Open benefiting Shriners Hospitals for Children,3,17
180,T181,177,Kenny Perry,83,"51' 9""",Buick Open,2,6
181,T181,136,Ryan Armour,107,"51' 9""",Reno-Tahoe Open,2,3
182,T181,21,Lucas Glover,98,"51' 9""",Children's Miracle Network Classic presented by Wal-Mart,3,3
183,184,74,Fred Funk,65,"51' 8""",Travelers Championship,1,6
184,185,185,Ryuji Imada,104,"51' 7""",AT&T Classic,3,16
185,186,186,Ted Purdy,102,"51' 4""",U.S. Bank Championship in Milwaukee,1,3
186,T187,23,José María Olazábal,52,"51' 3""",THE PLAYERS Championship,2,17
187,T187,189,Arjun Atwal,36,"51' 3""",Frys.com Open benefiting Shriners Hospitals for Children,2,3
188,T187,188,Scott Piercy,12,"51' 3""",Buick Open,2,16
189,190,52,Kevin Stadler,95,"51' 2""",Children's Miracle Network Classic presented by Wal-Mart,3,13
190,191,141,Tom Pernice Jr.,104,"51' 1""",The Honda Classic,1,10
191,T192,20,Rod Pampling,92,"51' 0""",EDS Byron Nelson Championship,1,13
192,T192,194,Jason Schultz,63,"51' 0""",John Deere Classic,1,15
193,T192,31,Parker McLachlin,83,"51' 0""",Travelers Championship,2,7
194,195,195,Jesper Parnevik,88,"50' 10""",The Honda Classic,2,2
195,T196,61,Jerry Kelly,101,"50' 9""",Fry's Electronics Open,4,7
196,T196,196,Vaughn Taylor,91,"50' 9""",Nissan Open,1,1
197,T198,199,Tom Byrum,50,"50' 8""",John Deere Classic,4,2
198,T198,201,Craig Bowden,78,"50' 8""",Children's Miracle Network Classic presented by Wal-Mart,2,9
199,T198,112,Cameron Beckman,96,"50' 8""",Frys.com Open benefiting Shriners Hospitals for Children,1,18
