,Longest_Putts_RANK THIS WEEK,Longest_Putts_RANK LAST WEEK,Longest_Putts_PLAYER NAME,Longest_Putts_ROUNDS,Longest_Putts_DISTANCE,Longest_Putts_YEAR/TOURN#,Longest_Putts_ROUND,Longest_Putts_HOLE
89,T89,90,Per-Ulrik Johansson,96,"59' 7""",Chrysler Classic of Greensboro,4,10
90,T89,85,Brian Gay,100,"59' 7""",Chrysler Classic of Tucson,4,15
91,92,50,Bob Tway,89,"59' 5""",Reno-Tahoe Open,1,11
92,T93,93,Gene Sauers,87,"59' 4""",Buick Invitational,4,8
93,T93,9,Aaron Barber,94,"59' 4""",Shell Houston Open,2,16
94,T93,95,Brad Elder,51,"59' 4""",B.C. Open,4,6
95,96,57,Donnie Hammond,92,"59' 2""",John Deere Classic,2,13
96,97,97,Richard Johnson,89,"59' 1""",Deutsche Bank Championship,4,9
97,T98,99,Chris Riley,96,"59' 0""",THE TOUR Championship presented by Coca-Cola,1,8
98,T98,33,Garrett Willis,97,"59' 0""",Bell Canadian Open,1,1
99,T100,100,Joe Durant,96,"58' 11""",Phoenix Open,4,17
100,T100,33,Garrett Willis,97,"58' 11""",Chrysler Classic of Tucson,1,5
101,T100,102,Barry Evans,11,"58' 11""",B.C. Open,1,6
102,103,65,John Maginnes,87,"58' 10""",Wachovia Championship,4,7
103,104,104,Scott Hoch,47,"58' 9""",Bay Hill Invitational presented by Cooper Tires,4,17
104,105,35,Steve Flesch,110,"58' 8""",THE TOUR Championship presented by Coca-Cola,4,11
105,106,106,Anthony Painter,87,"58' 7""",BellSouth Classic,1,17
106,T107,59,Craig Parry,49,"58' 5""",World Golf Championships-NEC Invitational,4,15
107,T107,91,Jerry Kelly,108,"58' 5""",Buick Open,2,3
108,109,109,Stan Utley,35,"58' 2""",John Deere Classic,1,7
109,110,70,Carlos Franco,99,"58' 0""",Phoenix Open,1,17
110,T111,112,Mark O'Meara,69,"57' 11""",Bay Hill Invitational presented by Cooper Tires,4,16
111,T111,111,Kevin Sutherland,97,"57' 11""",Nissan Open,4,11
112,T113,41,Patrick Sheehan,101,"57' 10""",FBR Capital Open,3,3
113,T113,114,J.J. Henry,100,"57' 10""",Greater Milwaukee Open,3,4
114,115,115,Joey Sindelar,93,"57' 9""",Bob Hope Chrysler Classic,5,14
115,T116,117,Padraig Harrington,38,"57' 7""",FBR Capital Open,1,13
116,T116,80,Luke Donald,88,"57' 7""",Buick Invitational,2,16
117,118,118,Greg Kraft,30,"57' 6""",Bay Hill Invitational presented by Cooper Tires,4,3
118,T119,121,Brian Henninger,56,"57' 5""",John Deere Classic,2,7
119,T119,65,John Maginnes,87,"57' 5""",Wachovia Championship,4,4
120,T119,119,Robert Hamilton,2,"57' 5""",Shell Houston Open,2,16
121,122,7,Todd Fischer,97,"57' 3""",The Honda Classic,2,18
122,T123,123,Billy Andrade,100,"57' 2""",Greater Milwaukee Open,4,7
123,T123,124,Greg Chalmers,98,"57' 2""",Las Vegas Invitational,4,15
124,125,125,Brian Bateman,70,"57' 1""",Buick Open,2,6
125,T126,127,Retief Goosen,69,"57' 0""",Chrysler Championship,3,8
126,T126,97,Richard Johnson,89,"57' 0""",Shell Houston Open,4,5
127,128,128,Robert Gamez,114,"56' 11""",Las Vegas Invitational,3,13
128,T129,130,Phil Tataurangi,32,"56' 10""",Buick Open,1,3
129,T129,34,Mathew Goggin,90,"56' 10""",The Honda Classic,2,18
130,T131,132,Jay Haas,89,"56' 8""",the Memorial Tournament,3,15
131,T131,131,Brian Watts,34,"56' 8""",HP Classic of New Orleans,2,8
132,T131,133,Paul Stankowski,67,"56' 8""",Deutsche Bank Championship,4,2
133,T134,135,Fulton Allem,28,"56' 6""",Bank of America Colonial,2,10
134,T134,134,Marco Dawson,86,"56' 6""",The Honda Classic,2,6
135,T134,114,J.J. Henry,100,"56' 6""",Greater Hartford Open,4,12
136,137,137,Scott McCarron,86,"56' 5""",Nissan Open,1,18
137,T138,138,Duffy Waldorf,90,"56' 4""",Bay Hill Invitational presented by Cooper Tires,2,3
138,T138,139,Hunter Mahan,28,"56' 4""",100th Western Open presented by Golf Digest,4,8
139,T140,40,David Toms,90,"56' 3""",Phoenix Open,2,11
140,T140,44,Willie Wood,34,"56' 3""",FedEx St. Jude Classic,4,5
141,T140,142,J.P. Hayes,79,"56' 3""",100th Western Open presented by Golf Digest,2,5
142,T143,144,Jeff Sluman,106,"56' 1""",Las Vegas Invitational,5,3
143,T143,76,Jim Furyk,104,"56' 1""",THE TOUR Championship presented by Coca-Cola,3,15
144,T143,88,Frank Lickliter II,94,"56' 1""",Bob Hope Chrysler Classic,5,18
145,T146,144,Jeff Sluman,106,"56' 0""",Chrysler Championship,2,3
146,T146,146,Heath Slocum,101,"56' 0""",Greater Milwaukee Open,4,13
147,T148,149,Dean Wilson,82,"55' 11""",Chrysler Championship,1,16
148,T148,148,Kenneth Staton,59,"55' 11""",Buick Classic,1,8
149,150,150,Adam Scott,52,"55' 10""",Deutsche Bank Championship,2,2
150,151,86,David Frost,80,"55' 5""",HP Classic of New Orleans,2,13
151,T152,79,Joel Edwards,60,"55' 4""",Nissan Open,2,5
152,T152,2,Jeff Brehaut,110,"55' 4""",Buick Open,4,3
153,T152,153,Ben Curtis,69,"55' 4""",BellSouth Classic,4,15
154,T155,75,Tim Petrovic,108,"55' 2""",Wachovia Championship,1,12
155,T155,93,Gene Sauers,87,"55' 2""",Greater Milwaukee Open,3,5
156,T155,124,Greg Chalmers,98,"55' 2""",FedEx St. Jude Classic,2,5
157,158,95,Brad Elder,51,"55' 1""",Reno-Tahoe Open,2,18
158,T159,161,Steve Jones,32,"55' 0""",MCI Heritage,4,7
159,T159,93,Gene Sauers,87,"55' 0""",Greater Milwaukee Open,2,12
160,T159,163,David Sutherland,77,"55' 0""",Greater Milwaukee Open,2,16
161,T159,121,Brian Henninger,56,"55' 0""",Greater Hartford Open,1,1
162,T159,160,Matt Gogel,77,"55' 0""",Bay Hill Invitational presented by Cooper Tires,3,9
163,T159,159,Bryce Molder,7,"55' 0""",Phoenix Open,2,16
164,T165,168,Jim Carter,95,"54' 10""",Bell Canadian Open,1,3
165,T165,45,Billy Mayfair,105,"54' 10""",100th Western Open presented by Golf Digest,4,12
166,T165,93,Gene Sauers,87,"54' 10""",MCI Heritage,1,4
167,T165,2,Jeff Brehaut,110,"54' 10""",Buick Open,3,16
168,T169,91,Jerry Kelly,108,"54' 9""",Bay Hill Invitational presented by Cooper Tires,1,9
169,T169,13,Pat Perez,95,"54' 9""",Chrysler Classic of Greensboro,1,14
170,T171,173,Brad Bryant,12,"54' 8""",FUNAI Classic at the WALT DISNEY WORLD Resort,1,6
171,T171,85,Brian Gay,100,"54' 8""",Chrysler Classic of Greensboro,4,9
172,T171,172,Brenden Pappas,105,"54' 8""",Chrysler Classic of Greensboro,2,17
173,174,174,Ignacio Garrido,14,"54' 7""",Valero Texas Open,2,13
174,175,134,Marco Dawson,86,"54' 5""",B.C. Open,3,14
175,T176,176,Phil Blackmar,4,"54' 4""",Shell Houston Open,2,3
176,T176,106,Anthony Painter,87,"54' 4""",FUNAI Classic at the WALT DISNEY WORLD Resort,4,1
177,T178,86,David Frost,80,"54' 3""",Bank of America Colonial,2,14
178,T178,179,Jeff Maggert,81,"54' 3""",B.C. Open,4,11
179,180,180,John Gibson,2,"54' 2""",Shell Houston Open,2,16
180,T181,181,Jay Delsing,29,"54' 1""",Greater Milwaukee Open,3,14
181,T181,12,Craig Barlow,95,"54' 1""",Chrysler Championship,2,13
182,T183,144,Jeff Sluman,106,"54' 0""",Sony Open in Hawaii,1,12
183,T183,15,Kenichi Kuboya,91,"54' 0""",Chrysler Classic of Tucson,1,18
184,T185,185,Kenny Perry,98,"53' 10""",Bank of America Colonial,2,1
185,T185,186,Hidemichi Tanaka,112,"53' 10""",Buick Open,2,14
186,T187,188,Tom Lehman,87,"53' 9""",Greater Milwaukee Open,1,4
187,T187,187,Steve Lowery,86,"53' 9""",Bob Hope Chrysler Classic,5,10
188,T187,189,Mike Springer,25,"53' 9""",Reno-Tahoe Open,1,16
189,T190,31,Tommy Armour III,66,"53' 7""",Valero Texas Open,3,18
190,T190,187,Steve Lowery,86,"53' 7""",Phoenix Open,1,17
191,T190,134,Marco Dawson,86,"53' 7""",FBR Capital Open,2,18
192,T190,4,Jason Caron,74,"53' 7""",Shell Houston Open,1,13
193,T194,195,Jay Williamson,93,"53' 6""",Bank of America Colonial,1,3
194,T194,34,Mathew Goggin,90,"53' 6""",BellSouth Classic,1,4
195,196,196,Bob Burns,88,"53' 4""",THE PLAYERS Championship,1,5
196,T197,197,Hal Sutton,81,"53' 3""",MCI Heritage,3,6
197,T197,198,Mike Sposa,72,"53' 3""",Greater Hartford Open,2,17
198,T199,30,Jay Don Blake,77,"53' 2""",FBR Capital Open,1,12
199,T199,200,Carl Paulson,101,"53' 2""",Buick Open,1,13
