,One-Putt_Percentage_-_Round_2_RANK THIS WEEK,One-Putt_Percentage_-_Round_2_RANK LAST WEEK,One-Putt_Percentage_-_Round_2_PLAYER NAME,One-Putt_Percentage_-_Round_2_%,One-Putt_Percentage_-_Round_2_# OF 1 PUTTS,One-Putt_Percentage_-_Round_2_# OF HOLES
92,T93,T93,Todd Fischer,38.89,217,558
93,T93,T93,Steve Flesch,38.89,224,576
94,T93,T93,Steve Lowery,38.89,175,450
95,T93,T93,Deane Pappas,38.89,154,396
96,T93,T93,Ty Tryon,38.89,140,360
97,T93,T93,Vance Veazey,38.89,168,432
98,99,99,Neal Lancaster,38.72,223,576
99,100,100,Richard Johnson,38.69,195,504
100,101,101,Brad Faxon,38.68,181,468
101,102,102,Corey Pavin,38.66,167,432
102,103,103,Aaron Barber,38.54,222,576
103,104,104,Patrick Sheehan,38.53,215,558
104,105,105,Brent Geiberger,38.52,104,270
105,106,106,Darren Clarke,38.49,97,252
106,107,107,Donnie Hammond,38.48,187,486
107,108,108,Shigeki Maruyama,38.46,180,468
108,T109,T109,Chris DiMarco,38.43,166,432
109,T109,T109,Bob Estes,38.43,166,432
110,111,111,Ian Leggatt,38.41,159,414
111,112,112,John Huston,38.33,138,360
112,T113,T113,Jason Gore,38.29,193,504
113,T113,T113,Jerry Kelly,38.29,193,504
114,115,115,David Peoples,38.27,186,486
115,116,116,Kevin Sutherland,38.25,179,468
116,117,117,Fred Couples,38.24,117,306
117,T118,T118,Peter Lonard,38.22,172,450
118,T118,T118,Andy Miller,38.22,172,450
119,120,120,Hal Sutton,38.19,165,432
120,T121,T121,Jason Caron,38.1,192,504
121,T121,T121,Jay Williamson,38.1,192,504
122,123,123,Olin Browne,38.05,226,594
123,T124,T124,Stephen Ames,37.96,164,432
124,T124,T124,Cliff Kresge,37.96,205,540
125,126,126,Jonathan Byrd,37.93,198,522
126,127,127,Joel Edwards,37.92,157,414
127,T128,T128,Bob Burns,37.86,184,486
128,T128,T128,Craig Perks,37.86,184,486
129,130,130,Per-Ulrik Johansson,37.81,211,558
130,131,131,Mike Heinen,37.7,190,504
131,132,132,Anthony Painter,37.59,203,540
132,133,133,Retief Goosen,37.58,115,306
133,134,134,Thomas Levet,37.56,169,450
134,135,135,Notah Begay III,37.55,196,522
135,136,136,Carl Paulson,37.46,209,558
136,137,137,Kirk Triplett,37.44,155,414
137,138,138,Briny Baird,37.41,202,540
138,139,139,Matt Kuchar,37.37,148,396
139,140,140,Charles Howell III,37.36,195,522
140,141,141,Darron Stiles,37.3,188,504
141,142,142,Carlos Franco,37.16,194,522
142,143,143,Jonathan Kaye,36.97,173,468
143,144,144,Pat Bates,36.93,226,612
144,145,145,Heath Slocum,36.92,206,558
145,146,146,Rich Beem,36.81,159,432
146,147,147,Rory Sabbatini,36.75,172,468
147,T148,T148,Jay Don Blake,36.67,165,450
148,T148,T148,Harrison Frazar,36.67,165,450
149,T148,T148,Jeff Sluman,36.67,198,540
150,151,151,Billy Mayfair,36.56,204,558
151,152,152,Shaun Micheel,36.54,171,468
152,153,153,Ben Curtis,36.51,138,378
153,154,154,John Senden,36.46,210,576
154,T155,T155,Paul Azinger,36.44,164,450
155,T155,T155,Bob Tway,36.44,164,450
156,157,157,Bernhard Langer,36.39,131,360
157,158,158,Doug Barron,36.38,203,558
158,T159,T159,David Sutherland,36.34,157,432
159,T159,T159,Duffy Waldorf,36.34,157,432
160,161,161,Michael Clark II,36.24,137,378
161,162,162,Steven Alker,36.21,189,522
162,T163,T163,Chad Campbell,36.11,169,468
163,T163,T163,Mark O'Meara,36.11,143,396
164,T165,T165,K.J. Choi,35.93,194,540
165,T165,T165,J.J. Henry,35.93,194,540
166,T165,T165,J.L. Lewis,35.93,194,540
167,168,168,Jim Furyk,35.9,168,468
168,169,169,Tommy Armour III,35.83,129,360
169,170,170,Brad Elder,35.67,122,342
170,171,171,Steve Allan,35.62,109,306
171,172,172,Mathew Goggin,35.6,173,486
172,173,173,Tom Gillis,35.51,147,414
173,174,174,Brian Bateman,35.27,146,414
174,175,175,Marco Dawson,35.25,184,522
175,T176,T176,Sergio Garcia,35.19,114,324
176,T176,T176,Spike McRoy,35.19,209,594
177,T176,T176,Mike Sposa,35.19,152,432
178,179,179,Tom Lehman,35.02,145,414
179,180,180,Jeff Klein,34.95,151,432
180,T181,T181,Kenny Perry,34.67,156,450
181,T181,T181,Chris Smith,34.67,181,522
182,183,183,Joe Durant,34.52,174,504
183,184,184,Jim Carter,34.41,192,558
184,185,185,Mike Grob,34.4,161,468
185,186,186,Gene Sauers,33.91,177,522
186,187,187,Dan Forsman,33.74,164,486
187,188,188,Rocco Mediate,33.6,127,378
188,189,189,Joey Sindelar,33.53,169,504
189,190,190,Kenneth Staton,28.84,109,378
